population,algorithm,allowed_miss,injected_miss,totAccuracy,minHom,majHom,hetAcc
rice_chrom,fillin,0.4,0.2,0.880647872996948,0.645631327053323,0.912577028540051,NA
rice_chrom,fillin,0.7,0.01,0.888699574334635,0.661650471573124,0.920949983515489,NA
rice_chrom,fillin,0.7,0.05,0.888865479376754,0.660506882623204,0.920739415680917,NA
rice_chrom,fillin,0.7,0.1,0.888276001525582,0.662378472572483,0.919786703125719,NA
rice_chrom,fillin,0.7,0.2,0.886348732946025,0.659713254804259,0.917885519206005,NA
rice_chrom,fillin (shuffle),0.1,0.01,0.807641067878304,0.533903616905087,0.845330419859276,NA
rice_chrom,fillin (shuffle),0.1,0.05,0.806920240871694,0.53463298789598,0.844788031761251,NA
rice_chrom,fillin (shuffle),0.1,0.1,0.804328202280654,0.52772169088263,0.842732286665229,NA
rice_chrom,fillin (shuffle),0.1,0.2,0.803292031903218,0.523030294358174,0.842287983272433,NA
rice_chrom,fillin (shuffle),0.2,0.01,0.821497031846817,0.558035656321887,0.856693942536746,NA
rice_chrom,fillin (shuffle),0.2,0.05,0.820141120403742,0.552374580962086,0.856214981272719,NA
rice_chrom,fillin (shuffle),0.2,0.1,0.818644513978747,0.548782186915491,0.854908086017138,NA
rice_chrom,fillin (shuffle),0.2,0.2,0.81858433939584,0.545481627719909,0.855303729261505,NA
rice_chrom,fillin (shuffle),0.4,0.01,0.832018965019668,0.572820808654245,0.867550571225784,NA
rice_chrom,fillin (shuffle),0.4,0.05,0.831398472185672,0.573232896504126,0.866618835218061,NA
rice_chrom,fillin (shuffle),0.4,0.1,0.831704822285441,0.573777282727188,0.866907472273538,NA
rice_chrom,fillin (shuffle),0.4,0.2,0.832478067238287,0.574002210859041,0.867813010127874,NA
rice_chrom,fillin (shuffle),0.7,0.01,0.83089014552572,0.580396313882218,0.865937152986713,NA
rice_chrom,fillin (shuffle),0.7,0.05,0.830732314449318,0.580060309380785,0.865857420554536,NA
rice_chrom,fillin (shuffle),0.7,0.1,0.831086217861972,0.580364942785635,0.866291855849048,NA
rice_chrom,fillin (shuffle),0.7,0.2,0.829786626911626,0.579248704664645,0.864927638579983,NA
