"dataset","timestamp","allowed_miss","injected_miss","algorithm","imputable_data_cnt","correct_imputation_cnt","correct_imputation_ratio","injected_het_cnt","injected_het_hits","injected_min_homo_cnt","injected_min_homo_hits","injected_maj_homo_cnt","injected_maj_homo_hits","injected_min_all_cnt","injected_min_all_hits","injected_maj_all_cnt","injected_maj_all_hits","runtime_user_self","runtime_system_self","runtime_elapsed","runtime_user_child","runtime_system_child"
"lodi",2015-03-11 13:06:05,"0.2","0.1","beagle unphased",55333,35933,0.649395478286014,18971,20,423,3,35939,35910,19817,151,90849,90675,0,0.00900000000000001,141.834,143.423,4.16
"lodi",2015-04-08 19:23:44,"0.2","0.1","beagle unphased (shuffle)",55087,35828,0.650389384065206,18802,11,436,9,35849,35808,19674,258,90500,90190,0.000999999999997669,0.005,109.793,111.56,4.491
"lodi",2015-04-27 16:58:56,"0.2","0.1","beagle unphased (shuffle)",55581,36322,0.653496698512081,18781,21,464,4,36336,36297,19709,196,91453,91218,0,0.004,142.308,144.096,4.742
"lodi",2015-03-11 13:06:04,"0.2","0.2","beagle unphased",110963,72380,0.652289501906041,37641,3,862,31,72460,72346,39365,642,182561,181758,0,0.00699999999999995,102.003,104.682,3.766
"lodi",2015-04-08 19:23:41,"0.2","0.2","beagle unphased (shuffle)",110684,72194,0.65225326153735,37536,0,898,18,72250,72176,39332,640,182036,181284,0,0.005,135.265,138.047,4.164
"lodi",2015-04-27 16:58:56,"0.2","0.2","beagle unphased (shuffle)",110700,71944,0.649900632339657,37757,0,951,18,71992,71926,39659,687,181741,180958,0,0.005,161.052,162.954,4.442
"lodi",2015-03-11 13:06:09,"0.4","0.01","beagle unphased",7948,5233,0.658404630095622,2632,7,89,2,5227,5224,2810,28,13086,13064,0.00100000000000122,0.00600000000000001,213.648,215.805,5.44
"lodi",2015-04-08 19:25:38,"0.4","0.01","beagle unphased (shuffle)",8072,5385,0.667120911793855,2601,0,81,0,5390,5385,2763,10,13381,13362,0,0.00900000000000001,240.226,242.059,6.92
"lodi",2015-04-27 16:59:04,"0.4","0.01","beagle unphased (shuffle)",7914,5203,0.657442506949709,2618,1,91,0,5205,5202,2800,16,13028,13008,0.00100000000000122,0.005,240.093,241.466,6.435
"lodi",2015-03-11 13:06:10,"0.4","0.05","beagle unphased",40549,26957,0.664800611605712,13176,18,409,6,26964,26933,13994,180,67104,66897,0,0.00700000000000001,180.428,182.631,5.826
"lodi",2015-04-08 19:25:30,"0.4","0.05","beagle unphased (shuffle)",40307,26571,0.659215520877267,13290,18,422,7,26595,26546,14134,154,66480,66262,0.00100000000000122,0.005,242.512,243.449,7.103
"lodi",2015-04-27 16:59:02,"0.4","0.05","beagle unphased (shuffle)",40429,26754,0.661752702268174,13156,4,495,3,26778,26747,14146,135,66712,66527,0,0.005,230.803,230.434,6.161
"lodi",2015-03-11 13:06:06,"0.4","0.1","beagle unphased",80994,53749,0.663617058053683,26303,16,917,11,53774,53722,28137,278,133851,133514,0,0.005,267.197,271.077,5.924
"lodi",2015-04-08 19:25:46,"0.4","0.1","beagle unphased (shuffle)",81167,53729,0.661956213732182,26502,10,906,18,53759,53701,28314,394,134020,133559,0,0.00600000000000001,182.204,181.078,6.299
"lodi",2015-04-27 16:59:02,"0.4","0.1","beagle unphased (shuffle)",81062,53854,0.664355678369643,26270,0,889,11,53903,53843,28048,328,134076,133650,0,0.00600000000000001,220.711,222.172,6.274
"lodi",2015-03-11 13:06:10,"0.4","0.2","beagle unphased",162566,107702,0.662512456479215,52937,5,1807,68,107822,107629,56551,1037,268581,267304,0.000999999999997669,0.00399999999999995,220.828,222.496,5.717
"lodi",2015-04-08 19:25:45,"0.4","0.2","beagle unphased (shuffle)",162151,107626,0.663739354058871,52611,34,1861,33,107679,107559,56333,930,267969,266901,0.00100000000000122,0.012,218.539,217.238,7.498
"lodi",2015-04-27 16:59:05,"0.4","0.2","beagle unphased (shuffle)",162022,107624,0.664255471479182,52440,11,1869,61,107713,107552,56178,760,267866,266917,0,0.00700000000000001,254.318,256.333,5.897
"lodi",2015-03-11 13:06:20,"0.7","0.01","beagle unphased",10870,7411,0.681784728610856,3291,3,164,1,7415,7407,3619,32,18121,18080,0,0.00800000000000001,397.619,401.463,9.414
"lodi",2015-04-08 19:26:31,"0.7","0.01","beagle unphased (shuffle)",10795,7344,0.680314960629921,3275,1,170,0,7350,7343,3615,23,17975,17939,0.00100000000000477,0.00900000000000001,306.637,309.847,10.846
"lodi",2015-04-27 16:59:12,"0.7","0.01","beagle unphased (shuffle)",10983,7489,0.681871983975234,3324,0,161,0,7498,7489,3646,24,18320,18278,0.00100000000000477,0.01,421.252,423.155,10.056
"lodi",2015-03-11 13:06:15,"0.7","0.05","beagle unphased",55010,37440,0.680603526631522,16725,25,826,7,37459,37408,18377,198,91643,91389,0,0.00799999999999995,391.577,394.309,9.577
"lodi",2015-04-08 19:26:26,"0.7","0.05","beagle unphased (shuffle)",54905,37385,0.680903378562972,16731,5,760,7,37414,37373,18251,156,91559,91341,0,0.00700000000000001,322.28,324.257,12.291
"lodi",2015-04-27 16:59:17,"0.7","0.05","beagle unphased (shuffle)",54907,37247,0.678365235762289,16788,3,831,3,37288,37241,18450,179,91364,91100,0,0.00800000000000001,406.893,408.864,10.184
"lodi",2015-03-11 13:06:27,"0.7","0.1","beagle unphased",110124,75043,0.681440921143438,33370,28,1648,25,75106,74990,36666,502,183582,182933,0.00100000000000477,0.00800000000000001,435.175,438.957,9.329
"lodi",2015-04-08 19:26:40,"0.7","0.1","beagle unphased (shuffle)",110225,74874,0.679283284191427,33689,1,1594,27,74942,74846,36877,445,183573,182994,0.000999999999997669,0.00900000000000001,372.806,376.622,12.158
"lodi",2015-04-27 16:59:19,"0.7","0.1","beagle unphased (shuffle)",110645,75672,0.683917031949026,33294,13,1601,24,75750,75635,36496,482,184794,184145,0.000999999999997669,0.00900000000000001,408.394,411.562,10.146
"lodi",2015-03-11 13:06:58,"0.7","0.2","beagle unphased",220475,150208,0.681292663567298,66902,17,3220,80,150353,150111,73342,1275,367608,366028,0.00100000000000477,0.00700000000000001,416.483,418.361,9.522
"lodi",2015-04-08 19:26:53,"0.7","0.2","beagle unphased (shuffle)",220006,149832,0.681035971746225,66851,0,3145,87,150010,149745,73141,1184,366871,365331,0.000999999999997669,0.01,347.366,349.882,10.728
"lodi",2015-04-27 16:59:16,"0.7","0.2","beagle unphased (shuffle)",221734,150961,0.680820262115869,67311,8,3267,88,151156,150865,73845,1371,369623,367854,0.000999999999997669,0.01,407.291,408.818,10.044
"lodi",2015-04-02 13:48:12,"0.1","0.01","kNNI",3961,3202,0.808381721787427,1388,910,27,1,2546,2291,1442,935,6480,6225,57.112,0.74,57.863,0,0
"lodi",2015-04-02 13:48:13,"0.1","0.05","kNNI",20023,16087,0.803426060030964,6972,4599,117,5,12934,11483,7206,4705,32840,31385,80.801,0.728,81.544,0,0
"lodi",2015-04-02 13:48:12,"0.1","0.1","kNNI",40657,32337,0.79536119241459,14300,9202,249,10,26108,23125,14798,9432,66516,63529,110.162,0.728,110.912,0,0
"lodi",2015-04-02 13:48:12,"0.1","0.2","kNNI",80967,64271,0.79379253276026,28199,17918,478,18,52290,46335,29155,18376,132779,126800,153.46,0.74,154.272,0,0
"lodi",2015-04-02 13:48:14,"0.2","0.01","kNNI",5460,4398,0.805494505494506,1823,1190,34,1,3603,3207,1891,1223,9029,8628,132.979,1.461,134.464,0,0
"lodi",2015-04-02 13:48:15,"0.2","0.05","kNNI",27327,21903,0.801514985179493,9393,6019,218,6,17716,15878,9829,6208,44825,42977,184.277,1.6,185.912,0,0
"lodi",2015-04-02 13:48:15,"0.2","0.1","kNNI",55380,44187,0.797887323943662,18891,12003,489,17,36000,32167,19869,12416,90891,87045,226.01,1.544,227.596,0,0
"lodi",2015-04-02 13:48:14,"0.2","0.2","kNNI",110819,87927,0.793428924642886,37607,23548,877,28,72335,64351,39361,24312,182277,174251,312.542,1.547,314.147,0,0
"lodi",2015-04-02 13:48:20,"0.4","0.01","kNNI",7907,6431,0.813329960794233,2511,1609,83,3,5313,4819,2677,1671,13137,12641,553.786,3.698,557.594,0,0
"lodi",2015-04-02 13:48:21,"0.4","0.05","kNNI",40183,32246,0.802478660129906,13184,8271,469,31,26530,23944,14122,8631,66244,63643,643.762,3.734,647.63,0,0
"lodi",2015-04-02 13:48:20,"0.4","0.1","kNNI",80852,64321,0.795539999010538,26255,16211,910,40,53687,48070,28075,16869,133629,127952,683.511,3.877,687.519,0,0
"lodi",2015-04-02 13:48:20,"0.4","0.2","kNNI",161790,127690,0.789232956301378,52714,31779,1870,79,107206,95832,56454,33121,267126,255580,757.746,3.634,761.52,0,0
"lodi",2015-04-02 13:48:26,"0.7","0.01","kNNI",10915,8486,0.777462207970683,3333,1923,158,6,7424,6557,3649,2012,18181,17257,1999.98,9.603,2009.951,0,0
"lodi",2015-04-02 13:48:26,"0.7","0.05","kNNI",55409,42915,0.774513165731199,16962,9628,808,28,37639,33259,18578,10098,92240,87549,2128.124,10.291,2138.826,0,0
"lodi",2015-04-02 13:48:29,"0.7","0.1","kNNI",110553,85203,0.770698217144718,33451,18692,1585,53,75517,66458,36621,19633,184485,174805,2041.279,9.283,2050.953,0,0
"lodi",2015-04-02 13:48:26,"0.7","0.2","kNNI",221645,168577,0.760572085993368,67122,36308,3208,97,151315,132172,73538,38118,369752,349221,2256.105,9.64,2266.185,0,0
"lodi",2015-03-10 19:46:20,"0.1","0.01","MNI",3964,3095,0.780776992936428,1402,864,25,0,2537,2231,1452,886,6476,6170,0.4,0.01,0.411000000000001,0,0
"lodi",2015-03-10 19:46:20,"0.1","0.05","MNI",19979,15593,0.780469492967616,6989,4289,105,0,12885,11304,7199,4389,32759,31178,0.360999999999999,0,0.362,0,0
"lodi",2015-03-10 19:46:20,"0.1","0.1","MNI",40032,31258,0.780825339728217,14013,8612,236,0,25783,22646,14485,8832,65579,62442,0.321999999999999,0,0.321999999999999,0,0
"lodi",2015-03-10 19:46:19,"0.1","0.2","MNI",80903,63077,0.779662064447548,28467,17387,481,0,51955,45690,29429,17813,132377,126112,0.319999999999999,0,0.319999999999999,0,0
"lodi",2015-03-10 19:46:23,"0.2","0.01","MNI",5390,4183,0.776066790352505,1849,1120,46,0,3495,3063,1941,1163,8839,8407,0.455,0,0.455000000000002,0,0
"lodi",2015-03-10 19:46:22,"0.2","0.05","MNI",27710,21580,0.77878022374594,9518,5803,221,0,17971,15777,9960,5985,45460,43266,0.541,0.002,0.542999999999999,0,0
"lodi",2015-03-10 19:46:22,"0.2","0.1","MNI",55395,42954,0.775412943406445,18942,11357,440,0,36013,31597,19822,11731,90968,86552,0.449,0.002,0.452000000000002,0,0
"lodi",2015-03-10 19:46:22,"0.2","0.2","MNI",110496,85955,0.77790146249638,37702,22687,861,0,71933,63268,39424,23412,181568,172903,0.495000000000001,0,0.495000000000001,0,0
"lodi",2015-03-10 19:46:25,"0.4","0.01","MNI",8029,6279,0.78204010462075,2594,1558,94,0,5341,4721,2782,1629,13276,12656,0.736000000000001,0.013,0.748999999999999,0,0
"lodi",2015-03-10 19:46:26,"0.4","0.05","MNI",40348,31351,0.777014969763061,13190,7872,472,0,26686,23479,14134,8265,66562,63355,0.724000000000002,0.00899999999999995,0.731999999999999,0,0
"lodi",2015-03-10 19:46:27,"0.4","0.1","MNI",80801,62895,0.778393831759508,26302,15803,906,0,53593,47092,28114,16525,133488,126987,0.716999999999999,0.014,0.731999999999999,0,0
"lodi",2015-03-10 19:46:26,"0.4","0.2","MNI",162072,126204,0.778690952169406,52470,31301,1817,0,107785,94903,56104,32770,268040,255158,0.742999999999999,0.00800000000000001,0.752000000000002,0,0
"lodi",2015-03-10 19:46:33,"0.7","0.01","MNI",11067,8621,0.778982560766242,3294,1911,151,0,7622,6710,3596,2025,18538,17626,1.225,0,1.225,0,0
"lodi",2015-03-10 19:46:34,"0.7","0.05","MNI",55077,43066,0.781923488933675,16869,9866,841,0,37367,33200,18551,10473,91603,87436,1.333,0.002,1.335,0,0
"lodi",2015-03-10 19:46:35,"0.7","0.1","MNI",110438,86212,0.780637099549068,33212,19239,1618,0,75608,66973,36448,20451,184428,175793,1.287,0,1.286,0,0
"lodi",2015-03-10 19:46:37,"0.7","0.2","MNI",221051,172311,0.779507896367806,67001,38969,3190,0,150860,133342,73381,41370,368721,351203,1.221,0,1.221,0,0
"lodi",2015-03-11 18:53:50,"0.1","0.01","RFI_pvariables",4017,3096,0.770724421209858,1423,871,31,0,2563,2225,1485,898,6549,6211,90.179,90.59,816.904,6058.953,608.945
"lodi",2015-03-11 18:53:50,"0.1","0.05","RFI_pvariables",19814,15760,0.795397193903301,6900,4455,128,0,12786,11305,7156,4571,32472,30991,154.155,167.071,1388.875,9931.397,1141.019
"lodi",2015-03-11 18:53:50,"0.1","0.1","RFI_pvariables",40345,31858,0.789639360515553,14078,8992,251,0,26016,22866,14580,9220,66110,62960,120.18,121.561,1050.594,7490.537,886.67
"lodi",2015-03-11 18:53:50,"0.1","0.2","RFI_pvariables",80588,63416,0.786916166178587,27884,17518,495,0,52209,45898,28874,17957,132302,125991,59.737,59.145,462.792,3258.781,380.204
"lodi",2015-03-11 18:53:53,"0.2","0.01","RFI_pvariables",5484,4309,0.785740335521517,1901,1169,50,0,3533,3140,2001,1213,8967,8574,177.886,208.934,2082.246,15740.319,1926.176
"lodi",2015-03-11 18:53:53,"0.2","0.05","RFI_pvariables",27550,21654,0.785989110707804,9517,5991,242,0,17791,15663,10001,6212,45099,42971,177.574,227.324,2035.457,15086.06,1862.747
"lodi",2015-03-11 19:01:54,"0.2","0.1","RFI_pvariables",54861,42961,0.783088168279835,18611,11506,451,0,35799,31455,19513,11895,90209,85865,88.731,147.783,970.67,6944.551,913.44
"lodi",2015-03-11 19:07:50,"0.2","0.2","RFI_pvariables",110700,86641,0.782664859981933,37906,23371,858,0,71936,63270,39622,24137,181778,173112,92.558,142.27,920.664,6435.316,955.723
"lodi",2015-03-11 19:11:58,"0.4","0.01","RFI_pvariables",8090,6384,0.789122373300371,2581,1620,95,0,5414,4764,2771,1701,13409,12759,148.217,339.553,2333.498,17474.906,2139.663
"lodi",2015-03-11 19:17:26,"0.4","0.05","RFI_pvariables",40519,31909,0.787507095436709,13093,8048,476,0,26950,23861,14045,8443,66993,63904,155.893,334.479,2280.964,17055.152,1933.041
"lodi",2015-03-11 19:18:35,"0.4","0.1","RFI_pvariables",80622,63085,0.78247872789065,26307,16077,910,0,53405,47008,28127,16820,133117,126720,157.65,270.479,2170.659,16314.628,1722.004
"lodi",2015-03-11 19:23:44,"0.4","0.2","RFI_pvariables",162016,126616,0.781503061426032,52564,31995,1880,0,107572,94621,56324,33535,267708,254757,152.834,313.827,1957.326,14240.325,1754.82
"lodi",2015-03-11 19:28:29,"0.7","0.01","RFI_pvariables",10841,8501,0.78415275343603,3321,1969,161,0,7359,6532,3643,2098,18039,17212,235.07,630.254,4376.781,33256.238,4146.878
"lodi",2015-03-11 19:29:19,"0.7","0.05","RFI_pvariables",55130,43218,0.783928895338291,16685,9977,834,0,37611,33241,18353,10619,91907,87537,245.585,633.605,4306.239,32574.173,3784.465
"lodi",2015-03-11 19:51:33,"0.7","0.1","RFI_pvariables",109917,85920,0.781680722727149,33329,19860,1676,0,74912,66060,36681,21164,183153,174301,207.016,577.78,3671.875,27340.173,3858.712
"lodi",2015-03-11 19:55:34,"0.7","0.2","RFI_pvariables",221176,172511,0.779971606322567,66907,39743,3259,0,151010,132768,73425,42255,368927,350685,210.647,637.967,3364.062,24045.643,3699.213
"lodi",2015-03-11 13:06:02,"0.1","0.01","SVD",3943,3043,0.771747400456505,1378,888,21,0,2544,2155,1420,911,6466,6073,15.595,0.00600000000000001,15.632,0,0
"lodi",2015-03-11 13:06:02,"0.1","0.05","SVD",20159,15516,0.769681035765663,7095,4541,114,7,12950,10968,7323,4660,32995,30998,47.921,0,47.931,0,0
"lodi",2015-03-11 13:06:01,"0.1","0.1","SVD",40430,30882,0.763838733613653,13991,8788,249,10,26190,22084,14489,9043,66371,62219,13.591,0.001,13.614,0,0
"lodi",2015-03-11 13:06:02,"0.1","0.2","SVD",80388,60626,0.754167288650047,28214,17334,499,13,51675,43279,29212,17882,131564,123007,73.12,0.003,73.298,0,0
"lodi",2015-03-11 13:06:03,"0.2","0.01","SVD",5378,4153,0.772220156191893,1825,1182,53,2,3500,2969,1931,1229,8825,8291,22.355,0.001,22.404,0,0
"lodi",2015-03-11 13:06:03,"0.2","0.05","SVD",27230,20904,0.767682702901212,9257,5822,206,2,17767,15080,9669,6009,44791,42074,31.632,0.001,31.677,0,0
"lodi",2015-03-11 13:06:06,"0.2","0.1","SVD",55192,41869,0.758606319756486,18821,11458,444,8,35927,30403,19709,11896,90675,85070,81.137,0.004,81.338,0,0
"lodi",2015-03-11 13:06:04,"0.2","0.2","SVD",110922,83778,0.755287499323849,37909,23346,906,20,72107,60412,39721,24264,182123,170164,61.016,0,61.094,0,0
"lodi",2015-03-11 13:06:07,"0.4","0.01","SVD",8061,6141,0.761816151842203,2657,1624,102,3,5302,4514,2861,1713,13261,12463,94.678,0.00799999999999995,94.735,0,0
"lodi",2015-03-11 13:06:10,"0.4","0.05","SVD",40461,30705,0.758878920441907,13196,8030,467,28,26798,22647,14130,8480,66792,62541,167.469,0.01,167.839,0,0
"lodi",2015-03-11 13:06:07,"0.4","0.1","SVD",80604,60914,0.755719319140489,26107,15730,944,63,53553,45121,27995,16655,133213,124565,94.827,0.00900000000000001,94.951,0,0
"lodi",2015-03-11 13:06:08,"0.4","0.2","SVD",162103,121724,0.750905288612796,52649,31595,1863,100,107591,90029,56375,33468,267831,249656,107.945,0.00700000000000001,108.061,0,0
"lodi",2015-03-11 13:06:20,"0.7","0.01","SVD",10819,8208,0.758665311026897,3278,1952,149,12,7392,6244,3576,2111,18062,16872,284.369,0.003,284.698,0,0
"lodi",2015-03-11 13:06:18,"0.7","0.05","SVD",54890,41460,0.755328839497176,16791,9926,831,62,37268,31472,18453,10704,91327,85252,240.11,0.059,240.57,0,0
"lodi",2015-03-11 13:06:16,"0.7","0.1","SVD",110506,83024,0.75130762130563,33545,19555,1619,134,75342,63335,36783,21172,184229,171579,271.192,0,271.306,0,0
"lodi",2015-03-11 13:06:23,"0.7","0.2","SVD",220565,164427,0.74548092399066,66957,38830,3243,306,150365,125291,73443,42299,367687,340845,387.374,0.099,388.01,0,0
"reforma_chrom_1",2016-01-15 14:39:11,"0.1","0.01","beagle unphased",1222,985,0.806055646481178,364,131,4,2,854,852,372,138,2072,2067,0.00099999999999989,0.003,33.65,32.039,1.186
"reforma_chrom_1",2016-01-15 14:40:47,"0.1","0.01","beagle unphased (shuffle)",1208,862,0.713576158940397,339,2,5,0,864,860,349,5,2067,2057,0.00099999999999989,0.005,28.938,28.07,1.122
"reforma_chrom_1",2016-01-15 14:45:41,"0.1","0.01","beagle unphased (shuffle)",1164,803,0.689862542955326,354,4,7,0,803,799,368,5,1960,1952,0.00100000000000033,0.00199999999999997,35.485,34.34,1.217
"reforma_chrom_1",2016-01-15 14:39:11,"0.1","0.05","beagle unphased",5960,4693,0.78741610738255,1817,611,36,8,4107,4074,1889,640,10031,9983,0,0.003,32.726,33.003,1.125
"reforma_chrom_1",2016-01-15 14:40:47,"0.1","0.05","beagle unphased (shuffle)",5926,4146,0.699628754640567,1763,14,30,1,4133,4131,1823,34,10029,10007,0,0.005,32.579,28.762,1.085
"reforma_chrom_1",2016-01-15 14:45:41,"0.1","0.05","beagle unphased (shuffle)",6060,4244,0.7003300330033,1790,13,33,0,4237,4231,1856,24,10264,10244,0.00100000000000033,0.00800000000000001,36.952,34.604,1.184
"reforma_chrom_1",2016-01-15 13:28:14,"0.1","0.1","beagle unphased",11969,9462,0.790542234104771,3511,1087,50,9,8408,8366,3611,1151,20327,20231,0.00100000000000033,0.002,23.551,25.659,0.932
"reforma_chrom_1",2016-01-15 14:39:11,"0.1","0.1","beagle unphased",12218,9577,0.783843509576035,3662,1110,61,15,8495,8452,3784,1180,20652,20566,0.00100000000000033,0.003,32.651,33.101,1.083
"reforma_chrom_1",2016-01-15 14:45:41,"0.1","0.1","beagle unphased (shuffle)",12027,8340,0.693439760538788,3628,15,66,2,8333,8323,3760,79,20294,20219,0.00100000000000033,0.002,33.112,31.811,1.065
"reforma_chrom_1",2016-01-15 13:28:13,"0.1","0.2","beagle unphased",23911,18395,0.769311195683995,7171,1796,104,19,16636,16580,7379,1890,40443,40328,0,0.002,25.57,27.892,0.981
"reforma_chrom_1",2016-01-15 14:39:11,"0.1","0.2","beagle unphased",24383,18483,0.758028134355904,7426,1685,103,18,16854,16780,7632,1855,41134,40913,0,0.004,34.496,33.047,1.129
"reforma_chrom_1",2016-01-15 14:40:47,"0.1","0.2","beagle unphased (shuffle)",24194,16854,0.6966189964454,7245,29,112,1,16837,16824,7469,145,40919,40782,0,0.003,30.624,30.112,2.095
"reforma_chrom_1",2016-01-15 14:45:41,"0.1","0.2","beagle unphased (shuffle)",24343,16905,0.694450149940435,7354,25,104,3,16885,16877,7562,74,41124,41069,0.00100000000000033,0.002,29.326,29.099,1.06
"reforma_chrom_1",2016-01-15 13:28:14,"0.2","0.01","beagle unphased",1536,1220,0.794270833333333,447,141,7,2,1082,1077,461,150,2611,2601,0.00100000000000033,0.002,35.588,38.156,1.32
"reforma_chrom_1",2016-01-15 14:39:12,"0.2","0.01","beagle unphased",1619,1277,0.78875849289685,499,169,7,1,1113,1107,513,174,2725,2714,0,0.002,36.973,37.341,1.482
"reforma_chrom_1",2016-01-15 14:40:48,"0.2","0.01","beagle unphased (shuffle)",1494,1035,0.692771084337349,448,3,14,0,1032,1032,476,3,2512,2512,0,0.003,41.12,39.424,1.815
"reforma_chrom_1",2016-01-15 14:45:42,"0.2","0.01","beagle unphased (shuffle)",1623,1120,0.690080098582871,500,4,6,0,1117,1116,512,6,2734,2731,0,0.002,35.468,35.323,1.811
"reforma_chrom_1",2016-01-15 13:28:14,"0.2","0.05","beagle unphased",7975,6250,0.783699059561129,2468,823,50,9,5457,5418,2568,868,13382,13311,0.00100000000000033,0.001,31.388,33.87,1.321
"reforma_chrom_1",2016-01-15 14:39:12,"0.2","0.05","beagle unphased",7812,6080,0.778289810547875,2450,794,39,7,5323,5279,2528,824,13096,13036,0.00200000000000067,0.003,35.554,35.537,1.419
"reforma_chrom_1",2016-01-15 14:40:48,"0.2","0.05","beagle unphased (shuffle)",7883,5504,0.698211340860079,2354,21,42,0,5487,5483,2438,37,13328,13306,0,0.004,35.751,34.894,1.74
"reforma_chrom_1",2016-01-15 14:45:43,"0.2","0.05","beagle unphased (shuffle)",7830,5342,0.682247765006386,2434,13,59,1,5337,5328,2552,33,13108,13077,0,0.003,39.712,39.02,1.928
"reforma_chrom_1",2016-01-15 13:28:14,"0.2","0.1","beagle unphased",15734,12182,0.774246853946867,4761,1360,96,18,10877,10804,4953,1440,26515,26389,0,0.003,35.904,38.794,1.444
"reforma_chrom_1",2016-01-15 14:39:12,"0.2","0.1","beagle unphased",15724,12166,0.773721699313152,4764,1355,116,25,10844,10786,4996,1450,26452,26349,0.000999999999999446,0.00299999999999997,39.971,38.848,1.616
"reforma_chrom_1",2016-01-15 14:40:48,"0.2","0.1","beagle unphased (shuffle)",16027,10996,0.686092219379797,4953,22,86,3,10988,10971,5125,95,26929,26836,0.00100000000000033,0.002,38.215,36.612,1.46
"reforma_chrom_1",2016-01-15 14:45:43,"0.2","0.1","beagle unphased (shuffle)",15834,10965,0.692497158014399,4780,15,97,2,10957,10948,4974,40,26694,26657,0,0.003,39.377,38.523,1.824
"reforma_chrom_1",2016-01-15 13:28:14,"0.2","0.2","beagle unphased",31697,23720,0.748335804650282,9768,2069,210,25,21719,21626,10188,2215,53206,53011,0.00099999999999989,0.002,29.269,32.226,1.351
"reforma_chrom_1",2016-01-15 14:39:12,"0.2","0.2","beagle unphased",31696,23869,0.753060323069157,9725,2175,186,27,21785,21667,10097,2393,53295,52995,0,0.003,43.828,42.958,1.764
"reforma_chrom_1",2016-01-15 14:40:48,"0.2","0.2","beagle unphased (shuffle)",31366,21499,0.685423707198878,9695,16,174,2,21497,21481,10043,102,52689,52580,0,0.003,37.991,37.227,1.678
"reforma_chrom_1",2016-01-15 14:45:43,"0.2","0.2","beagle unphased (shuffle)",31635,21701,0.685980717559665,9764,20,174,6,21697,21675,10112,176,53158,52978,0,0.004,36.15,35.489,1.627
"reforma_chrom_1",2016-01-15 13:28:15,"0.4","0.01","beagle unphased",1931,1529,0.791817711030554,568,185,12,4,1351,1340,592,195,3270,3257,0,0.003,39.659,43.946,1.727
"reforma_chrom_1",2016-01-15 14:39:13,"0.4","0.01","beagle unphased",1939,1475,0.760701392470346,643,208,22,2,1274,1265,687,218,3191,3178,0.00100000000000033,0.002,46.019,45.667,2.313
"reforma_chrom_1",2016-01-15 14:40:49,"0.4","0.01","beagle unphased (shuffle)",1877,1295,0.68993074054342,567,7,17,0,1293,1288,601,9,3153,3144,0,0.003,44.723,43.422,2.2
"reforma_chrom_1",2016-01-15 14:45:43,"0.4","0.01","beagle unphased (shuffle)",1960,1351,0.689285714285714,593,3,19,1,1348,1347,631,8,3289,3284,0.000999999999999446,0.003,44.644,46.77,2.003
"reforma_chrom_1",2016-01-15 14:39:12,"0.4","0.05","beagle unphased",9805,7599,0.775012748597654,2946,856,79,17,6780,6726,3104,918,16506,16422,0.000999999999999446,0.002,46.135,46.579,2.007
"reforma_chrom_1",2016-01-15 14:45:43,"0.4","0.05","beagle unphased (shuffle)",10130,6988,0.689832181638697,3072,12,77,3,6981,6973,3226,42,17034,16995,0,0.003,45.196,46.935,2.541
"reforma_chrom_1",2016-01-15 13:28:15,"0.4","0.1","beagle unphased",19726,15199,0.770505931258238,5972,1637,137,28,13617,13534,6246,1737,33206,33081,0,0.002,40.953,43.365,1.947
"reforma_chrom_1",2016-01-15 14:39:13,"0.4","0.1","beagle unphased",19676,15110,0.767940638341126,5952,1568,128,33,13596,13509,6208,1692,33144,32989,0,0.004,48.38,47.639,1.855
"reforma_chrom_1",2016-01-15 14:40:49,"0.4","0.1","beagle unphased (shuffle)",19648,13494,0.686787459283388,6027,21,143,2,13478,13471,6313,64,32983,32930,0.00100000000000033,0.004,46.407,45.95,2.042
"reforma_chrom_1",2016-01-15 14:45:43,"0.4","0.1","beagle unphased (shuffle)",19659,13473,0.685334961086525,6028,7,155,3,13476,13463,6338,90,32980,32878,0.00100000000000033,0.002,45.641,46.629,2.235
"reforma_chrom_1",2016-01-15 13:28:15,"0.4","0.2","beagle unphased",39525,29663,0.750487033523087,11882,2428,300,37,27343,27198,12482,2598,66568,66315,0,0.002,38.754,42.716,1.734
"reforma_chrom_1",2016-01-15 14:39:13,"0.4","0.2","beagle unphased",39306,29463,0.7495802167608,11785,2302,303,45,27218,27116,12391,2582,66221,65914,0,0.003,49.028,51.393,2.495
"reforma_chrom_1",2016-01-15 14:45:43,"0.4","0.2","beagle unphased (shuffle)",39634,27364,0.690417318463945,11958,25,321,8,27355,27331,12600,210,66668,66455,0.00100000000000033,0.003,43.102,45.248,2.018
"reforma_chrom_1",2016-01-15 13:28:16,"0.7","0.01","beagle unphased",2430,1892,0.778600823045267,726,218,19,3,1685,1671,764,230,4096,4078,0.000999999999999446,0.001,57.829,60.441,2.045
"reforma_chrom_1",2016-01-15 14:39:14,"0.7","0.01","beagle unphased",2458,1910,0.777054515866558,720,203,31,7,1707,1700,782,220,4134,4122,0,0.003,63.177,63.598,2.512
"reforma_chrom_1",2016-01-15 14:45:44,"0.7","0.01","beagle unphased (shuffle)",2459,1698,0.690524603497357,734,3,28,0,1697,1695,790,5,4128,4123,0.000999999999999446,0.002,57.961,60.216,2.244
